Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Country,Code,Year,GDP-Growth,GDP-Per-Capita,GDP,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze
130,HRV,Croatia,Zagreb,Europe,4030358,4096868,4254815,4368682,4548434,4873707,4680144,4492638,56594,71.2153,0.9927,0.05,Croatia,HRV,2000,5.25336350411607,11838.7126476264,50932201746.0895,Australia,Sydney,Croatia,CRO,1,0,1
130,HRV,Croatia,Zagreb,Europe,4030358,4096868,4254815,4368682,4548434,4873707,4680144,4492638,56594,71.2153,0.9927,0.05,Croatia,HRV,2004,4.86781745992695,14151.2303560564,61008204110.5857,Greece,Athens,Croatia,CRO,1,2,2
130,HRV,Croatia,Zagreb,Europe,4030358,4096868,4254815,4368682,4548434,4873707,4680144,4492638,56594,71.2153,0.9927,0.05,Croatia,HRV,2008,-1.4729162961615,13937.1422658809,59865977191.7061,China,Beijing,Croatia,CRO,0,2,3
130,HRV,Croatia,Zagreb,Europe,4030358,4096868,4254815,4368682,4548434,4873707,4680144,4492638,56594,71.2153,0.9927,0.05,Croatia,HRV,2012,-0.087513347134788,13673.1910855488,57952302691.888,Great Britain,London,Croatia,CRO,3,1,2
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,1972,0.98449181600148,2500.20811976969,23304302372.9267,West Germany,Munich,Cuba,CUB,3,1,4
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,1976,6.595998567015,3205.33938193016,31168861184.8217,Canada,Montreal,Cuba,CUB,6,4,3
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,1980,8.91823496504314,3931.74049214579,39082746853.6651,Soviet Union,Moscow,Cuba,CUB,8,7,5
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,1992,0.716930310416799,2793.21944957565,30274202861.8866,Spain,Barcelona,Cuba,CUB,14,6,11
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,1996,0.159146052326719,3119.50819843084,34435290193.9529,United States,Atlanta,Cuba,CUB,9,8,8
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,2000,1.42482126141282,3619.05531013141,40532156423.1685,Australia,Sydney,Cuba,CUB,11,11,7
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,2004,12.0658631129953,4924.1296085638,55451844706.1798,Greece,Athens,Cuba,CUB,9,7,11
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,2008,2.39035229650723,5730.35477459488,64328000000.0,China,Beijing,Cuba,CUB,3,10,17
85,CUB,Cuba,Havana,North America,11212191,11300698,11339894,11290417,11105791,10626680,9809107,8869636,109884,102.0366,0.9961,0.14,Cuba,CUB,2012,1.04757663187654,6255.42616104799,70729490571.2058,Great Britain,London,Cuba,CUB,5,3,7
158,CYP,Cyprus,Nicosia,Europe,1251488,1237537,1187280,1129686,948237,788500,679327,640804,9251,135.2814,1.0059,0.02,Cyprus,CYP,2012,-1.31146542300257,27182.5024316368,23173192052.9801,Great Britain,London,Cyprus,CYP,0,1,0
88,CZE,Czech Republic,Prague,Europe,10493986,10530953,10523798,10464749,10234710,10301192,10270060,9795744,78865,133.0627,0.9984,0.13,Czech Republic,CZE,1996,-0.328715515859443,13946.6180704246,143571688505.491,United States,Atlanta,Czech Republic,CZE,4,3,4
88,CZE,Czech Republic,Prague,Europe,10493986,10530953,10523798,10464749,10234710,10301192,10270060,9795744,78865,133.0627,0.9984,0.13,Czech Republic,CZE,2000,1.65249405467387,15577.3922047072,158841359810.454,Australia,Sydney,Czech Republic,CZE,2,3,3
88,CZE,Czech Republic,Prague,Europe,10493986,10530953,10523798,10464749,10234710,10301192,10270060,9795744,78865,133.0627,0.9984,0.13,Czech Republic,CZE,2004,6.85352233371246,19193.7548219261,196523032214.994,Greece,Athens,Czech Republic,CZE,1,3,5
88,CZE,Czech Republic,Prague,Europe,10493986,10530953,10523798,10464749,10234710,10301192,10270060,9795744,78865,133.0627,0.9984,0.13,Czech Republic,CZE,2008,2.27342005165725,19808.0710912518,207477857918.919,China,Beijing,Czech Republic,CZE,3,3,1
88,CZE,Czech Republic,Prague,Europe,10493986,10530953,10523798,10464749,10234710,10301192,10270060,9795744,78865,133.0627,0.9984,0.13,Czech Republic,CZE,2012,2.71511613157801,20343.6837534468,214124330763.29,Great Britain,London,Czech Republic,CZE,4,3,4
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1960,5.66682217271799,23343.2340460902,108492979143.333,Italy,Rome,Denmark,DEN,2,3,1
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1964,2.74091010903237,26714.3842484323,128159079420.128,Japan,Tokyo,Denmark,DEN,2,1,3
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1968,2.73522976724733,30541.9295946656,150533749283.215,Mexico,Mexico City,Denmark,DEN,1,4,3
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1972,-1.12239431173965,32874.7932399365,165863095709.072,West Germany,Munich,Denmark,DEN,1,0,0
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1976,2.22630855067551,35322.580810564,180295212457.16,Canada,Montreal,Denmark,DEN,1,0,2
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1980,3.68457289476815,37505.5304676707,191946178882.75,Soviet Union,Moscow,Denmark,DEN,2,1,2
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1984,4.90417842344759,43708.2386522948,223809522099.19,United States,Los Angeles,Denmark,DEN,0,3,3
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1988,1.47524426112957,44569.0130610728,229126577437.179,South Korea,Seoul,Denmark,DEN,2,1,1
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1992,5.33246265700005,47928.3750881275,249523747816.308,Spain,Barcelona,Denmark,DEN,1,1,4
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,1996,2.21815870049863,52640.9455540812,279219103585.923,United States,Atlanta,Denmark,DEN,4,1,1
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,2000,0.466345549901831,56190.8112479633,302077924103.075,Australia,Sydney,Denmark,DEN,2,3,1
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,2004,3.91300794439584,60892.7715800545,331090561914.626,Greece,Athens,Denmark,DEN,2,1,5
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,2008,1.87099111020392,58041.3984363385,321995279401.502,China,Beijing,Denmark,DEN,2,2,3
115,DNK,Denmark,Copenhagen,Europe,5882261,5825641,5677796,5550849,5340655,5144623,5125392,4922963,43094,136.4984,1.0048,0.07,Denmark,DNK,2012,1.61939381227008,59437.9473191651,335436569747.025,Great Britain,London,Denmark,DEN,2,4,3
84,DOM,Dominican Republic,Santo Domingo,North America,11228821,10999664,10405832,9775755,8540791,7129004,5755800,4475871,48671,230.7087,1.01,0.14,Dominican Republic,DOM,1984,3.52199319973252,2631.4744490852,17359736944.586,United States,Los Angeles,Dominican Republic,DOM,0,0,1
84,DOM,Dominican Republic,Santo Domingo,North America,11228821,10999664,10405832,9775755,8540791,7129004,5755800,4475871,48671,230.7087,1.01,0.14,Dominican Republic,DOM,2004,9.1743554058408,4829.71374282392,44523614464.9785,Greece,Athens,Dominican Republic,DOM,1,0,0
84,DOM,Dominican Republic,Santo Domingo,North America,11228821,10999664,10405832,9775755,8540791,7129004,5755800,4475871,48671,230.7087,1.01,0.14,Dominican Republic,DOM,2008,8.33965105962218,5568.04667607763,53982886258.2205,China,Beijing,Dominican Republic,DOM,1,1,0
84,DOM,Dominican Republic,Santo Domingo,North America,11228821,10999664,10405832,9775755,8540791,7129004,5755800,4475871,48671,230.7087,1.01,0.14,Dominican Republic,DOM,2012,7.63603182423664,6350.60248565866,64555004673.9627,Great Britain,London,Dominican Republic,DOM,1,1,0
67,ECU,Ecuador,Quito,South America,18001000,17588595,16195902,14989585,12626507,10449837,8135845,6172215,276841,65.0229,1.0114,0.23,Ecuador,ECU,1996,3.26652940374666,3954.9354359183,48244078213.3422,United States,Atlanta,Ecuador,ECU,1,0,0
67,ECU,Ecuador,Quito,South America,18001000,17588595,16195902,14989585,12626507,10449837,8135845,6172215,276841,65.0229,1.0114,0.23,Ecuador,ECU,2008,3.52529866894027,4633.59035839904,69555367000.0,China,Beijing,Ecuador,ECU,0,1,0
14,EGY,Egypt,Cairo,Africa,110990103,107465134,97723799,87252413,71371371,57214630,43748556,34781986,1002450,110.7188,1.0158,1.39,"Egypt, Arab Rep.",EGY,1960,3.87561672292931,598.522451766119,16825816385.7968,Italy,Rome,Egypt,EGY,0,1,1
14,EGY,Egypt,Cairo,Africa,110990103,107465134,97723799,87252413,71371371,57214630,43748556,34781986,1002450,110.7188,1.0158,1.39,"Egypt, Arab Rep.",EGY,1984,4.74452554744526,1422.60046151836,71986932154.3154,United States,Los Angeles,Egypt,EGY,0,1,0
14,EGY,Egypt,Cairo,Africa,110990103,107465134,97723799,87252413,71371371,57214630,43748556,34781986,1002450,110.7188,1.0158,1.39,"Egypt, Arab Rep.",EGY,2004,6.84383819379096,2254.51045943922,173312477288.906,Greece,Athens,Egypt,EGY,1,1,3
14,EGY,Egypt,Cairo,Africa,110990103,107465134,97723799,87252413,71371371,57214630,43748556,34781986,1002450,110.7188,1.0158,1.39,"Egypt, Arab Rep.",EGY,2008,5.14723485755344,2644.81703909751,218888324504.753,China,Beijing,Egypt,EGY,0,0,2
14,EGY,Egypt,Cairo,Africa,110990103,107465134,97723799,87252413,71371371,57214630,43748556,34781986,1002450,110.7188,1.0158,1.39,"Egypt, Arab Rep.",EGY,2012,2.91591187985725,2648.29416934637,239471083953.363,Great Britain,London,Egypt,EGY,0,3,1
132,ERI,Eritrea,Asmara,Africa,3684032,3555868,3340006,3147727,2392880,2149960,1657982,1272748,117600,31.3268,1.0176,0.05,Eritrea,ERI,2004,-0.969216929055904,746.841751462486,2179437333.32658,Greece,Athens,Eritrea,ERI,0,0,1
156,EST,Estonia,Tallinn,Europe,1326062,1329444,1314657,1331535,1396877,1570674,1476983,1361999,45227,29.3201,0.998,0.02,Estonia,EST,2000,6.07639470207957,11546.7726523663,15927040858.0414,Australia,Sydney,Estonia,EST,1,0,2
156,EST,Estonia,Tallinn,Europe,1326062,1329444,1314657,1331535,1396877,1570674,1476983,1361999,45227,29.3201,0.998,0.02,Estonia,EST,2004,10.2718840891112,16285.0067216,21932809902.7181,Greece,Athens,Estonia,EST,0,1,2
156,EST,Estonia,Tallinn,Europe,1326062,1329444,1314657,1331535,1396877,1570674,1476983,1361999,45227,29.3201,0.998,0.02,Estonia,EST,2008,2.25907589383118,14638.6048173457,19490936349.1753,China,Beijing,Estonia,EST,1,1,0
156,EST,Estonia,Tallinn,Europe,1326062,1329444,1314657,1331535,1396877,1570674,1476983,1361999,45227,29.3201,0.998,0.02,Estonia,EST,2012,2.8885638447165,17453.0029161383,22942757718.395,Great Britain,London,Estonia,EST,0,1,1
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,1980,0.91601385808238,224.433407527427,8302969570.96223,Soviet Union,Moscow,Ethiopia,ETH,2,0,2
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,1992,3.18996458217961,178.801689835481,9866455689.20831,Spain,Barcelona,Ethiopia,ETH,1,0,2
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,1996,-3.45813913371744,187.516734052349,11721244257.5256,United States,Atlanta,Ethiopia,ETH,2,0,1
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,2000,1.51472570631101,204.938205916459,14374794288.769,Australia,Sydney,Ethiopia,ETH,4,1,3
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,2004,10.834727065877,252.212288224834,19795942246.2104,Greece,Athens,Ethiopia,ETH,2,3,2
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,2008,12.5505383459308,341.554114905179,29933790334.3418,China,Beijing,Ethiopia,ETH,4,2,1
12,ETH,Ethiopia,Addis Ababa,Africa,123379924,117190911,102471895,89237791,67031867,47878073,34945469,28308246,1104300,111.7268,1.0257,1.55,Ethiopia,ETH,2012,10.2574929610051,449.420377149128,44085556179.422,Great Britain,London,Ethiopia,ETH,3,2,3
118,FIN,Finland,Helsinki,Europe,5540745,5529468,5479461,5363271,5176209,4986545,4779418,4606621,338424,16.3722,1.0009,0.07,Finland,FIN,1960,2.98194553610325,13328.0819160592,59862320225.3108,Italy,Rome,Finland,FIN,1,1,3
118,FIN,Finland,Helsinki,Europe,5540745,5529468,5479461,5363271,5176209,4986545,4779418,4606621,338424,16.3722,1.0009,0.07,Finland,FIN,1964,2.37282301528174,15312.4118896814,70144152940.6732,Japan,Tokyo,Finland,FIN,3,0,2
118,FIN,Finland,Helsinki,Europe,5540745,5529468,5479461,5363271,5176209,4986545,4779418,4606621,338424,16.3722,1.0009,0.07,Finland,FIN,1968,5.33390779168666,18373.79065166,84635320495.2761,Mexico,Mexico City,Finland,FIN,1,2,1
118,FIN,Finland,Helsinki,Europe,5540745,5529468,5479461,5363271,5176209,4986545,4779418,4606621,338424,16.3722,1.0009,0.07,Finland,FIN,1972,3.23653361293866,21976.2295032349,103081130725.907,West Germany,Munich,Finland,FIN,3,1,4
